,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1225,30,6,154825833.33333334,2,44086000.0,2,0,1,0,0,0,0
1226,60,36,18369166.666666668,2,4723500.0,1,109,0,0,0,1,1
1227,39,13,39362500.0,3,3149000.0,2,0,0,0,0,0,0
1228,56,30,59043750.0,1,3149000.0,1,98,0,0,0,0,0
1229,56,32,104966666.66666667,3,42039150.0,1,0,0,0,0,1,0
1230,27,1,32802083.333333336,4,4723500.0,2,0,0,0,0,1,1
1231,66,41,188940000.0,1,39362500.0,1,0,0,1,1,1,1
1232,43,19,110215000.0,4,3149000.0,3,297,0,0,0,1,0
1233,53,29,28865833.333333332,2,6298000.0,1,0,0,0,0,1,0
1234,44,18,43298750.0,3,23617500.0,1,0,0,0,0,1,1
1235,54,28,78725000.0,4,40937000.0,3,0,0,0,0,0,0
1236,31,6,106278750.0,4,34639000.0,2,116,0,0,0,1,0
1237,38,13,221742083.33333334,1,107066000.0,3,0,1,0,1,1,1
1238,28,2,82661250.0,2,25192000.0,3,0,0,0,0,1,0
1239,51,26,15745000.0,2,11021500.0,3,109,0,0,0,1,1
1240,52,27,19681250.0,4,12596000.0,1,101,0,0,0,0,0
1241,64,38,51171250.0,1,7872500.0,3,0,0,1,1,1,1
1242,29,4,57731666.666666664,4,31490000.0,2,0,0,0,0,1,0
1243,34,10,144329166.66666666,1,62980000.0,1,0,0,0,0,1,0
1244,33,8,170570833.33333334,3,99193500.0,2,99,1,0,0,0,1
1245,46,21,53795416.666666664,1,22043000.0,3,128,0,0,0,1,0
1246,48,22,77412916.66666667,1,22043000.0,3,241,0,0,0,1,0
1247,52,28,51171250.0,2,12596000.0,1,0,0,0,0,1,0
1248,44,19,45922916.666666664,4,0.0,2,0,0,0,0,1,0
1249,51,27,104966666.66666667,1,40937000.0,2,0,0,0,0,1,1
1250,47,20,106278750.0,1,42039150.0,2,0,0,0,0,1,0
1251,39,13,40674583.333333336,2,12596000.0,3,0,0,0,0,0,0
1252,42,17,122023750.0,4,29915500.0,3,0,0,0,0,0,0
1253,57,33,59043750.0,4,23617500.0,1,204,0,0,0,1,0
1254,36,12,52483333.333333336,2,9447000.0,3,0,0,0,0,1,1
1255,27,1,104966666.66666667,2,25192000.0,3,185,0,0,0,1,1
1256,31,7,26241666.666666668,1,6298000.0,3,0,0,0,0,1,0
1257,63,37,53795416.666666664,1,7872500.0,3,0,0,0,0,0,1
1258,34,8,40674583.333333336,1,4723500.0,1,104,0,0,0,1,1
1259,52,27,45922916.666666664,4,3149000.0,2,0,0,0,0,1,0
1260,57,31,52483333.333333336,3,22043000.0,3,137,0,0,0,1,1
1261,63,39,110215000.0,1,28341000.0,3,0,0,0,0,0,0
1262,26,1,69540416.66666667,2,25192000.0,3,0,0,0,0,1,0
1263,35,5,111527083.33333333,4,62980000.0,3,0,0,0,0,1,0
1264,58,33,181067500.0,2,61405500.0,1,0,0,0,0,1,0
1265,32,2,93157916.66666667,2,27553750.0,3,108,0,0,0,0,0
1266,64,39,148265416.66666666,1,12596000.0,3,0,0,0,0,0,1
1267,50,23,30177916.666666668,2,15745000.0,2,0,0,1,0,0,0
1268,34,9,81349166.66666667,3,36213500.0,1,0,0,0,0,0,0
1269,36,11,18369166.666666668,4,3149000.0,3,100,0,0,0,1,1
1270,43,18,78725000.0,2,34639000.0,3,0,0,0,0,0,1
1271,28,4,123335833.33333333,3,12596000.0,1,236,0,0,0,1,0
1272,64,39,108902916.66666667,3,28341000.0,2,0,0,0,0,1,0
1273,60,35,170570833.33333334,3,99193500.0,3,437,1,0,1,1,1
1274,62,37,80037083.33333333,4,26766500.0,1,0,0,0,0,0,0
1275,27,2,120711666.66666667,2,48809500.0,1,178,0,0,0,1,0
1276,42,16,26241666.666666668,2,12596000.0,3,117,0,0,0,1,1
1277,45,20,254544166.6666667,2,138556000.0,1,428,0,0,0,0,0
1278,36,10,97094166.66666667,1,39362500.0,1,0,0,0,0,0,1
1279,48,22,110215000.0,2,6298000.0,3,145,0,0,0,0,0
1280,65,40,128584166.66666666,3,28341000.0,2,333,0,0,0,0,0
1281,39,15,68228333.33333333,3,36685850.0,1,0,0,0,0,1,0
1282,51,26,72164583.33333333,1,20468500.0,2,236,0,0,0,0,1
1283,30,6,83973333.33333333,4,53533000.0,1,117,0,0,0,0,0
1284,65,40,167946666.66666666,1,39362500.0,1,162,0,0,0,1,0
1285,38,13,148265416.66666666,4,26766500.0,2,0,1,0,0,0,1
1286,29,3,65604166.66666667,3,17319500.0,2,0,0,0,0,0,1
1287,42,18,70852500.0,4,34639000.0,2,0,0,0,0,0,0
1288,63,38,169258750.0,1,14170500.0,1,366,0,0,0,1,0
1289,46,21,107590833.33333333,4,6298000.0,1,0,0,0,0,0,0
1290,62,38,131208333.33333334,4,26766500.0,2,0,0,0,0,1,0
1291,58,34,57731666.666666664,4,34639000.0,1,0,0,1,0,0,0
1292,56,30,215181666.66666666,4,7872500.0,2,234,1,0,1,1,1
1293,56,31,106278750.0,2,58256500.0,1,121,0,0,0,1,1
1294,34,10,93157916.66666667,1,1574500.0,1,257,0,0,0,1,1
1295,42,17,36738333.333333336,1,7872500.0,3,90,0,0,0,0,0
1296,30,6,104966666.66666667,3,23617500.0,1,219,0,0,0,1,0
1297,61,35,118087500.0,4,29915500.0,2,0,0,0,0,1,0
1298,38,14,97094166.66666667,1,56682000.0,2,0,0,0,0,1,1
1299,50,25,18369166.666666668,2,11021500.0,3,0,0,1,0,1,0
1300,61,36,30177916.666666668,2,7872500.0,2,103,0,0,0,1,0
1301,41,17,200748750.0,1,26766500.0,1,337,0,0,0,0,1
1302,42,16,49859166.666666664,3,14170500.0,3,0,0,0,0,0,0
1303,29,5,146953333.33333334,2,31490000.0,2,382,0,1,0,0,0
1304,51,26,190252083.33333334,1,127534500.0,1,397,0,0,0,0,1
1305,32,6,36738333.333333336,2,4723500.0,2,88,0,0,0,1,0
1306,34,9,40674583.333333336,4,17319500.0,3,0,0,0,0,1,1
1307,26,2,255856250.0,1,99665850.0,1,0,0,0,0,1,1
1308,54,24,65604166.66666667,3,31490000.0,3,0,0,0,0,1,1
1309,38,14,93157916.66666667,4,31490000.0,3,0,0,0,0,0,0
1310,62,36,27553750.0,3,4723500.0,3,0,0,0,0,0,0
1311,37,11,45922916.666666664,2,12596000.0,3,125,0,0,0,0,0
1312,46,21,55107500.0,1,37788000.0,1,0,0,0,0,1,1
1313,52,27,102342500.0,4,56682000.0,3,141,0,0,0,1,0
1314,32,6,95782083.33333333,4,34639000.0,2,0,0,0,0,0,0
1315,49,25,69540416.66666667,2,15745000.0,3,181,0,0,0,0,0
1316,28,3,66916250.0,2,25192000.0,3,123,0,0,0,0,0
1317,55,30,52483333.333333336,2,36213500.0,3,0,0,0,0,1,0
1318,52,26,233550833.33333334,1,15745000.0,1,0,0,0,0,0,0
1319,32,6,45922916.666666664,2,4723500.0,1,0,0,0,0,0,1
1320,31,7,251920000.0,1,0.0,2,0,1,0,0,1,0
1321,27,3,161386250.0,1,85023000.0,1,0,0,0,0,0,0
1322,32,5,62980000.0,2,26294149.999999996,2,0,0,1,1,1,1
1323,52,26,59043750.0,3,9447000.0,2,0,0,0,0,0,0
1324,52,28,19681250.0,1,3149000.0,1,0,0,0,0,1,0
1325,50,24,103654583.33333333,1,4723500.0,1,120,0,0,0,1,0
1326,32,5,82661250.0,4,31490000.0,2,0,0,1,0,1,0
1327,61,35,39362500.0,2,3149000.0,3,0,0,0,0,1,0
1328,60,36,190252083.33333334,4,108640500.0,1,380,1,0,0,0,1
1329,28,4,41986666.666666664,3,15745000.0,2,0,0,0,0,0,0
1330,34,9,83973333.33333333,2,1574500.0,1,224,0,0,0,1,1
1331,31,7,110215000.0,1,1574500.0,1,0,0,0,0,1,0
1332,31,5,27553750.0,1,6298000.0,2,0,0,0,0,1,0
1333,62,38,129896250.0,4,26766500.0,2,0,0,0,0,1,0
1334,47,22,45922916.666666664,2,20468500.0,1,0,0,0,0,1,0
1335,50,24,236175000.0,1,26766500.0,1,0,0,0,0,1,1
1336,36,12,55107500.0,1,20940850.000000004,1,0,0,0,0,1,0
1337,26,0,234862916.66666666,4,33064500.0,2,0,1,0,0,0,0
1338,51,27,55107500.0,4,1574500.0,3,0,0,0,0,0,0
1339,52,25,236175000.0,2,141705000.0,2,297,1,0,0,1,0
1340,35,11,107590833.33333333,4,53533000.0,1,0,0,0,0,0,0
1341,42,16,72164583.33333333,2,11021500.0,1,149,0,0,0,0,0
1342,36,12,103654583.33333333,2,34639000.0,1,0,0,0,0,1,0
1343,41,17,62980000.0,2,9447000.0,3,215,0,0,0,0,1
1344,49,25,122023750.0,1,42511500.0,1,0,0,1,0,1,0
1345,57,32,30177916.666666668,2,3149000.0,3,0,0,0,0,0,0
1346,44,20,65604166.66666667,3,36685850.0,1,200,0,0,0,0,0
1347,60,34,111527083.33333333,2,31490000.0,1,0,0,0,0,1,0
1348,38,14,45922916.666666664,1,23617500.0,2,97,0,0,0,1,0
1349,26,2,224366250.0,3,94470000.0,2,0,1,0,0,1,0
1350,29,2,38050416.666666664,4,23617500.0,2,0,0,0,0,0,1
1351,59,35,110215000.0,1,28341000.0,3,0,0,0,0,1,1
1352,51,27,26241666.666666668,4,7872500.0,2,0,0,0,0,1,0
1353,50,25,18369166.666666668,1,6298000.0,3,0,0,0,0,1,1
1354,35,10,234862916.66666666,1,135407000.0,1,357,0,0,0,0,0
1355,61,37,62980000.0,1,12596000.0,1,158,0,0,0,1,0
1356,42,16,97094166.66666667,1,44086000.0,1,0,0,0,0,1,0
1357,55,29,69540416.66666667,1,22043000.0,1,0,0,0,0,0,0
1358,50,25,108902916.66666667,1,44086000.0,2,0,0,0,0,1,1
1359,64,40,224366250.0,2,33064500.0,1,433,0,0,0,0,0
1360,54,28,111527083.33333333,4,77150500.0,1,0,0,0,0,1,0
1361,50,26,49859166.666666664,4,14170500.0,2,0,0,0,0,1,0
1362,31,5,111527083.33333333,3,25192000.0,1,157,0,0,0,1,1
1363,32,8,103654583.33333333,1,1574500.0,1,0,0,0,0,0,0
1364,44,19,90533750.0,4,6298000.0,1,0,0,0,0,0,0
1365,60,35,56419583.333333336,3,14170500.0,3,0,0,0,0,1,1
1366,60,34,43298750.0,2,4723500.0,1,101,0,0,0,1,0
1367,62,38,55107500.0,3,1574500.0,3,149,0,0,0,0,1
1368,46,21,52483333.333333336,4,29915500.0,3,122,0,0,0,1,0
1369,57,33,56419583.333333336,1,28341000.0,3,0,0,0,0,0,0
1370,30,5,26241666.666666668,4,7872500.0,3,117,0,0,0,0,0
1371,58,32,85285416.66666667,3,39362500.0,1,222,0,0,0,1,0
1372,39,13,182379583.33333334,3,53533000.0,1,483,1,0,0,1,0
1373,60,35,177131250.0,3,4723500.0,3,0,1,0,0,1,0
1374,59,34,110215000.0,3,25192000.0,3,0,0,0,0,1,0
1375,50,26,234862916.66666666,1,45660500.0,3,0,1,0,0,0,1
1376,63,39,59043750.0,4,20468500.0,2,86,0,0,0,0,0
1377,27,3,143017083.33333334,2,39362500.0,1,0,0,0,0,1,0
1378,54,29,44610833.333333336,4,1574500.0,3,0,0,0,0,1,0
1379,62,37,212557500.0,1,20468500.0,1,0,0,0,0,1,0
1380,60,34,137768750.0,2,22043000.0,1,0,0,0,0,1,0
1381,38,12,28865833.333333332,3,3149000.0,2,0,0,0,0,1,0
1382,34,8,107590833.33333333,2,28341000.0,1,178,0,0,0,1,1
1383,65,41,137768750.0,4,26766500.0,2,230,0,1,0,1,0
1384,55,31,81349166.66666667,1,28341000.0,3,0,0,0,0,1,0
1385,57,31,107590833.33333333,2,31490000.0,1,83,0,0,0,0,1
1386,27,3,94470000.0,4,0.0,1,0,0,0,0,1,0
1387,35,10,49859166.666666664,4,26766500.0,1,0,0,0,0,1,1
1388,52,28,32802083.333333336,4,15745000.0,1,0,0,0,0,0,0
1389,45,15,26241666.666666668,1,11808750.0,3,0,0,0,0,1,0
1390,29,3,104966666.66666667,4,28341000.0,2,0,0,0,0,1,1
1391,44,18,110215000.0,3,17319500.0,1,0,0,0,0,0,0
1392,47,23,43298750.0,1,15745000.0,1,0,0,0,0,1,1
1393,62,37,72164583.33333333,3,14170500.0,3,0,0,0,0,1,0
1394,52,27,43298750.0,2,11021500.0,2,0,0,0,0,0,1
1395,47,23,249295833.33333334,4,4723500.0,3,305,1,0,0,0,0
1396,42,18,56419583.333333336,1,4723500.0,3,158,0,0,0,0,0
1397,65,41,59043750.0,3,1574500.0,3,0,0,0,0,1,0
1398,42,18,185003750.0,1,55107500.0,1,0,0,0,0,0,0
1399,40,16,90533750.0,4,37788000.0,1,0,0,0,0,1,0
1400,32,8,102342500.0,4,1574500.0,2,0,0,0,0,1,0
1401,40,15,110215000.0,1,58256500.0,3,0,0,0,0,1,0
1402,55,29,225678333.33333334,1,81874000.0,2,0,1,0,0,0,0
1403,32,6,66916250.0,4,3149000.0,1,154,0,1,0,0,1
1404,58,28,98406250.0,1,22043000.0,3,0,0,0,0,1,0
1405,46,22,240111250.0,1,48809500.0,2,0,1,0,1,1,1
1406,53,23,26241666.666666668,4,6298000.0,3,0,0,0,0,1,1
1407,63,39,132520416.66666666,2,61405500.0,3,294,1,0,0,1,0
1408,40,14,169258750.0,1,92895500.0,3,0,1,0,0,1,0
1409,41,17,82661250.0,2,50384000.0,1,0,0,0,0,0,0
1410,60,35,57731666.666666664,4,33064500.0,1,0,0,0,0,0,0
1411,65,39,241423333.33333334,1,85023000.0,3,176,1,0,1,1,1
1412,59,33,131208333.33333334,2,31490000.0,1,127,0,0,0,0,0
1413,48,24,15745000.0,3,6298000.0,1,0,0,0,0,0,0
1414,59,33,89221666.66666667,2,36213500.0,3,128,0,1,0,1,0
1415,33,8,62980000.0,1,15745000.0,1,212,0,0,0,1,0
1416,40,15,107590833.33333333,2,6298000.0,1,0,0,0,0,0,0
1417,42,18,68228333.33333333,2,39362500.0,1,0,0,0,0,0,0
1418,65,41,202060833.33333334,2,72427000.0,2,0,1,1,1,1,1
1419,30,4,51171250.0,1,23617500.0,1,0,0,0,0,0,1
1420,30,4,52483333.333333336,1,4723500.0,1,0,0,0,1,1,1
1421,42,17,70852500.0,4,29915500.0,3,164,0,0,0,0,0
1422,32,8,41986666.666666664,2,15745000.0,2,103,0,0,1,1,1
1423,55,30,83973333.33333333,2,36213500.0,3,0,0,0,0,0,0
1424,29,3,120711666.66666667,2,20468500.0,1,287,0,0,0,1,0
1425,64,38,52483333.333333336,1,39362500.0,3,94,0,0,0,1,1
1426,37,11,78725000.0,3,7872500.0,3,0,0,0,0,1,0
1427,31,5,111527083.33333333,2,20468500.0,1,119,0,0,0,1,1
1428,25,1,27553750.0,4,6298000.0,1,90,0,0,0,1,0
1429,31,5,45922916.666666664,1,9447000.0,3,171,0,0,0,0,0
1430,32,7,68228333.33333333,2,1574500.0,1,0,0,0,0,1,0
1431,58,34,167946666.66666666,1,116513000.0,1,0,0,0,0,0,0
1432,26,2,255856250.0,1,99665850.0,1,0,0,0,0,0,0
1433,51,25,89221666.66666667,2,23617500.0,2,117,0,0,0,0,1
1434,65,41,72164583.33333333,2,17319500.0,1,0,0,0,0,0,0
1435,43,17,72164583.33333333,1,3149000.0,1,0,0,0,0,1,0
1436,46,21,104966666.66666667,4,6298000.0,1,0,0,0,0,1,1
1437,28,3,161386250.0,1,12596000.0,1,146,0,0,0,0,0
1438,63,37,118087500.0,4,29915500.0,2,106,0,1,0,1,0
1439,59,29,80037083.33333333,1,22043000.0,3,0,0,0,0,0,0
1440,42,15,53795416.666666664,3,39362500.0,2,0,0,0,0,1,0
1441,58,33,56419583.333333336,2,25192000.0,3,0,0,0,0,1,0
1442,39,13,93157916.66666667,3,1574500.0,1,162,0,1,0,1,0
1443,36,12,32802083.333333336,4,15745000.0,1,0,0,0,0,1,0
1444,60,33,202060833.33333334,1,47235000.0,2,0,1,1,1,1,0
1445,47,21,185003750.0,1,37788000.0,1,0,0,0,0,0,0
1446,29,4,28865833.333333332,2,14170500.0,3,110,0,0,0,0,0
1447,52,28,190252083.33333334,2,107066000.0,1,0,0,0,0,1,0
1448,41,16,64292083.33333333,3,7872500.0,3,0,0,0,0,1,0
1449,63,37,143017083.33333334,1,31490000.0,1,0,0,0,0,1,0
1450,59,34,104966666.66666667,3,7872500.0,1,0,0,0,0,1,1
1451,44,20,107590833.33333333,4,22043000.0,2,201,0,0,0,1,1
1452,54,28,68228333.33333333,4,39362500.0,1,0,0,0,0,1,0
1453,29,5,111527083.33333333,3,39362500.0,1,0,0,0,0,1,1
1454,51,25,194188333.33333334,1,15745000.0,1,0,0,0,0,0,0
1455,63,39,209933333.33333334,2,33064500.0,1,0,0,0,0,0,1
1456,36,11,51171250.0,4,26766500.0,1,0,0,0,0,1,0
1457,42,16,32802083.333333336,2,12596000.0,3,0,0,0,0,0,1
1458,51,25,43298750.0,1,22043000.0,3,0,0,0,0,1,1
1459,47,20,49859166.666666664,3,39362500.0,2,0,0,0,0,0,0
1460,40,16,111527083.33333333,4,3149000.0,3,0,0,0,0,1,1
1461,54,28,62980000.0,1,3149000.0,1,0,0,0,0,1,0
1462,47,21,19681250.0,4,9447000.0,3,77,0,0,0,1,0
1463,35,10,123335833.33333333,1,0.0,1,174,0,0,0,1,0
1464,28,4,157450000.0,2,9447000.0,1,0,0,0,0,1,0
1465,45,19,78725000.0,1,11021500.0,3,159,0,0,0,1,0
1466,33,9,190252083.33333334,2,68175850.0,1,277,0,0,0,0,1
1467,62,36,38050416.666666664,2,11021500.0,3,0,0,0,0,0,0
1468,45,18,102342500.0,3,42039150.0,2,0,0,0,0,1,0
1469,59,35,77412916.66666667,4,18894000.0,2,0,0,0,0,1,0
1470,58,28,104966666.66666667,2,70852500.0,3,0,0,0,0,0,1
1471,52,26,236175000.0,1,15745000.0,1,0,0,0,0,1,1
1472,34,8,10496666.666666666,3,1574500.0,2,83,0,0,0,1,0
1473,65,35,30177916.666666668,1,23617500.0,3,0,0,0,0,1,0
1474,48,23,103654583.33333333,2,59831000.0,3,0,0,0,0,1,0
1475,44,19,102342500.0,2,59831000.0,3,268,0,0,0,0,0
1476,61,37,83973333.33333333,1,0.0,2,0,0,0,0,0,1
1477,40,14,83973333.33333333,4,3149000.0,3,0,0,0,0,1,1
1478,65,39,209933333.33333334,4,59831000.0,1,237,1,0,0,1,0
1479,28,4,56419583.333333336,1,15745000.0,3,102,0,0,0,0,0
1480,67,42,41986666.666666664,1,17319500.0,3,0,0,0,0,0,1
1481,35,9,234862916.66666666,2,0.0,1,76,0,1,0,1,0
1482,60,35,10496666.666666666,1,1574500.0,1,0,0,0,0,1,0
1483,58,32,82661250.0,1,25192000.0,1,0,0,1,0,1,0
1484,55,30,52483333.333333336,2,36213500.0,3,0,0,1,0,1,0
1485,34,9,129896250.0,4,34639000.0,2,155,0,0,0,1,0
1486,35,9,185003750.0,2,70852500.0,2,0,1,0,0,0,0
1487,28,4,208621250.0,1,23617500.0,1,0,0,0,0,1,1
1488,38,12,51171250.0,2,4723500.0,1,174,0,0,0,1,0
1489,62,38,129896250.0,4,26766500.0,2,0,0,0,0,0,0
1490,30,4,23617500.0,4,4723500.0,2,0,0,0,0,1,1
1491,38,12,49859166.666666664,2,4723500.0,1,0,0,0,0,1,1
1492,33,8,174507083.33333334,1,0.0,1,0,0,0,0,1,0
1493,58,34,110215000.0,2,44086000.0,1,0,0,0,0,1,1
1494,59,35,78725000.0,1,0.0,2,0,0,0,0,1,1
1495,52,28,233550833.33333334,3,85023000.0,3,147,1,0,0,1,0
1496,36,12,23617500.0,1,7872500.0,3,0,0,0,0,0,1
1497,45,21,95782083.33333333,1,12596000.0,3,0,0,0,0,1,0
1498,49,23,164010416.66666666,1,114938500.0,1,0,0,0,0,0,0
1499,52,26,119399583.33333333,1,67703500.0,2,0,1,0,1,1,1
1500,54,28,97094166.66666667,2,17319500.0,1,0,0,0,0,1,0
1501,30,4,45922916.666666664,2,4723500.0,2,0,0,1,0,0,1
1502,65,39,148265416.66666666,1,31490000.0,1,0,0,0,0,1,1
1503,34,8,68228333.33333333,4,34639000.0,2,0,0,0,0,0,0
1504,30,6,250607916.66666666,2,69278000.0,2,0,1,0,0,1,0
1505,51,25,23617500.0,1,4723500.0,3,93,0,0,0,0,1
1506,52,27,32802083.333333336,2,0.0,1,0,0,0,0,1,1
1507,43,18,65604166.66666667,4,29915500.0,3,0,0,0,0,0,0
1508,35,10,98406250.0,4,11021500.0,3,0,0,0,0,1,1
1509,56,26,120711666.66666667,2,70852500.0,3,0,0,1,0,0,1
1510,57,32,43298750.0,2,31490000.0,2,0,0,0,0,1,0
1511,58,32,85285416.66666667,3,34639000.0,3,0,0,0,0,0,0
1512,53,28,57731666.666666664,3,26766500.0,1,0,0,0,0,0,0
1513,45,21,240111250.0,2,22043000.0,1,354,0,0,0,0,0
1514,44,20,229614583.33333334,2,22043000.0,1,0,0,0,0,1,1
1515,54,28,36738333.333333336,4,23617500.0,3,0,0,0,0,1,1
1516,41,17,64292083.33333333,4,34639000.0,2,0,0,0,0,0,0
1517,52,26,59043750.0,4,28341000.0,1,0,0,0,0,1,0
1518,43,17,83973333.33333333,4,47235000.0,3,221,1,0,0,1,0
1519,63,38,28865833.333333332,3,1574500.0,3,90,0,0,0,1,0
1520,54,30,157450000.0,1,116513000.0,1,119,0,0,0,1,1
1521,33,8,229614583.33333334,2,105491500.0,1,102,0,0,0,1,0
1522,25,1,132520416.66666666,4,36213500.0,3,256,0,0,0,0,1
1523,41,16,136456666.66666666,1,15745000.0,3,0,0,0,0,1,0
1524,40,16,203372916.66666666,4,1574500.0,3,0,1,0,1,1,1
1525,43,18,76100833.33333333,1,37788000.0,1,0,0,0,0,0,0
1526,36,10,104966666.66666667,4,34639000.0,2,0,0,0,0,1,0
1527,57,33,59043750.0,1,28341000.0,3,195,0,0,0,0,0
1528,34,9,175819166.66666666,1,72427000.0,1,164,0,1,0,1,0
1529,38,14,76100833.33333333,4,31490000.0,3,153,0,1,0,0,0
1530,47,21,26241666.666666668,1,3149000.0,1,0,0,0,0,1,1
1531,39,13,32802083.333333336,4,23617500.0,3,0,0,0,0,1,0
1532,45,20,72164583.33333333,1,4723500.0,1,0,0,0,0,1,1
1533,62,37,203372916.66666666,1,20468500.0,1,0,0,0,0,0,0
1534,59,34,39362500.0,1,20468500.0,1,0,0,0,0,1,1
1535,61,37,51171250.0,4,6298000.0,1,0,0,0,0,1,1
1536,36,12,95782083.33333333,4,31490000.0,3,188,0,0,0,1,0
1537,58,34,53795416.666666664,4,20468500.0,1,0,0,0,0,1,0
1538,55,30,44610833.333333336,4,1574500.0,3,157,0,0,0,1,0
1539,29,5,27553750.0,3,14170500.0,3,119,0,0,0,0,0
1540,34,8,14432916.666666666,4,4723500.0,1,0,0,1,1,1,1
1541,61,35,202060833.33333334,2,108640500.0,1,0,0,0,0,0,0
1542,50,20,24929583.333333332,4,6298000.0,3,0,0,0,0,0,0
1543,52,26,132520416.66666666,2,37788000.0,2,0,0,0,0,1,0
1544,39,15,31490000.0,1,15745000.0,1,116,0,0,0,1,1
1545,55,29,171882916.66666666,2,42511500.0,1,0,0,1,0,0,0
1546,33,9,137768750.0,1,62980000.0,1,0,0,0,0,1,0
1547,47,21,68228333.33333333,1,18894000.0,2,194,0,0,0,0,0
1548,57,32,27553750.0,4,14170500.0,2,113,0,1,0,0,0
1549,57,31,59043750.0,3,22043000.0,1,198,0,0,0,1,0
1550,40,14,51171250.0,1,31490000.0,1,0,0,0,0,1,0
1551,50,25,251920000.0,2,44086000.0,1,238,0,0,0,0,1
1552,29,5,255856250.0,1,67703500.0,1,0,0,0,0,0,0
1553,46,22,108902916.66666667,3,11021500.0,1,0,0,0,0,0,0
1554,42,15,44610833.333333336,3,15745000.0,2,0,0,1,0,1,0
1555,59,33,64292083.33333333,4,26766500.0,2,104,0,0,0,1,0
1556,31,1,78725000.0,4,62980000.0,3,244,0,0,0,0,0
1557,51,25,53795416.666666664,4,28341000.0,1,0,0,0,0,0,0
1558,35,10,94470000.0,3,36213500.0,1,285,0,0,0,0,0
1559,59,35,133832500.0,4,47235000.0,2,115,1,0,0,1,0
1560,35,10,40674583.333333336,3,20468500.0,1,0,0,0,0,0,0
1561,46,20,95782083.33333333,1,23617500.0,2,128,0,0,0,1,0
1562,34,9,116775416.66666667,1,0.0,1,0,0,0,0,1,0
1563,55,29,24929583.333333332,4,11021500.0,3,121,0,1,0,0,1
1564,64,40,82661250.0,4,18894000.0,2,0,0,0,0,1,0
1565,34,9,136456666.66666666,3,18894000.0,3,0,0,0,0,1,0
1566,61,35,52483333.333333336,1,12596000.0,2,128,0,0,0,1,0
1567,63,39,120711666.66666667,2,0.0,3,0,0,0,0,1,0
1568,59,33,94470000.0,2,11021500.0,2,226,0,0,0,0,0
1569,51,27,57731666.666666664,3,29915500.0,2,141,0,0,0,0,0
1570,41,16,149577500.0,4,55107500.0,1,0,1,0,0,0,1
1571,37,13,95782083.33333333,4,37788000.0,1,0,0,0,0,0,0
1572,64,40,82661250.0,4,18894000.0,2,0,0,1,0,0,1
1573,44,20,90533750.0,1,12596000.0,3,184,0,0,1,1,1
1574,62,37,55107500.0,3,23617500.0,1,0,0,0,0,1,0
1575,50,26,115463333.33333333,1,42511500.0,1,0,0,0,0,1,0
1576,43,18,128584166.66666666,2,6298000.0,1,0,0,0,0,1,0
1577,34,8,85285416.66666667,1,47235000.0,1,227,1,0,0,1,0
1578,38,13,15745000.0,2,4723500.0,2,104,0,1,0,1,0
1579,29,5,160074166.66666666,4,47235000.0,1,0,1,0,0,0,1
1580,39,14,15745000.0,2,0.0,3,0,0,0,0,0,0
1581,53,29,31490000.0,2,3149000.0,1,0,0,0,0,0,1
1582,43,19,223054166.66666666,4,66916250.0,1,318,1,0,1,1,1
1583,61,36,241423333.33333334,4,36213500.0,2,342,1,0,1,1,1
1584,46,20,32802083.333333336,4,9447000.0,3,125,0,0,0,0,0
1585,57,31,171882916.66666666,2,42511500.0,1,0,0,0,0,0,0
1586,59,33,65604166.66666667,2,36213500.0,3,0,0,0,0,0,1
1587,52,28,27553750.0,2,6298000.0,1,0,0,1,0,1,0
1588,29,3,72164583.33333333,3,17319500.0,2,0,0,0,0,1,0
1589,57,32,162698333.33333334,1,3149000.0,2,0,1,0,0,1,0
1590,49,23,76100833.33333333,4,40937000.0,1,188,0,0,0,0,0
1591,39,13,94470000.0,2,44086000.0,1,0,0,0,0,1,0
1592,56,31,251920000.0,1,110215000.0,3,0,1,0,1,1,0
1593,63,38,108902916.66666667,3,28341000.0,2,0,0,0,0,1,0
1594,37,12,122023750.0,1,44086000.0,1,0,0,1,0,1,0
1595,56,26,49859166.666666664,3,15745000.0,3,110,0,1,0,1,0
1596,45,20,72164583.33333333,4,29915500.0,3,164,0,1,0,0,0
1597,66,41,14432916.666666666,3,1574500.0,3,0,0,1,0,0,1
1598,40,15,111527083.33333333,2,6298000.0,1,0,0,1,0,0,0
1599,50,24,162698333.33333334,1,77150500.0,1,266,0,0,0,1,0
1600,60,36,169258750.0,2,94470000.0,1,0,0,0,0,1,0
1601,31,7,236175000.0,1,67703500.0,1,0,0,0,0,0,0
1602,40,14,97094166.66666667,4,22043000.0,2,0,0,0,0,1,0
1603,36,6,181067500.0,1,110215000.0,3,86,1,0,0,1,0
1604,55,29,145641250.0,2,56682000.0,3,0,1,0,0,0,1
1605,54,28,108902916.66666667,3,12596000.0,1,0,0,0,0,1,0
1606,35,10,43298750.0,4,26766500.0,1,87,0,0,0,1,0
1607,55,29,27553750.0,4,11021500.0,3,0,0,0,0,0,0
1608,36,10,45922916.666666664,2,4723500.0,1,98,0,0,0,1,0
1609,66,41,137768750.0,1,12596000.0,3,0,0,1,1,1,1
